scenario_id,flags,instruction,constraints_present,fixture_entities,claude_verdict,claude_note,author_verdict(COVERED/CONFIRMED_GAP/AMBIGUOUS),author_note,split,cell,yaml_path,final
NLEB-CX-CO-011,time_mention_without_time_constraint;spatial_position_without_position_constraint;caption_or_title_time_coverage_candidate,The intro: scale to 1.1 and add a lower-third caption 'Day 1' at 2s.,"[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.1}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Day 1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,lower-third caption Day 1 at 2s': no position_equals for 2s start (gap); 'lower-third' spatial placement also unchecked (ambiguous alone). Scale+text+existence covered.,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-011.yaml,
NLEB-CX-CU-005,time_mention_without_time_constraint;spatial_position_without_position_constraint;caption_or_title_time_coverage_candidate,Put a contrast effect on the intro. / Add a lower-third caption 'Day 1' at 2s. / Now lower the BGM by 5 dB. Preserve the effect and caption.,"[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""contrast""}) 
[required] entity_exists({""entity"": ""$new_caption_1""}) 
[required] attribute_equals({""entity"": ""$new_caption_1"", ""field"": ""text"", ""value"": ""Day 1""}) 
[required] attribute_changed({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""direction"": ""decrease""}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""$new_caption_1"", ""audio_clip_4""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,lower-third caption Day 1 at 2s': no position_equals for 2s (gap); lower-third spatial placement also unchecked. Effect/text/volume-direction/unchanged_except covered.,,,dev,context/cumulative,feasible/context/cumulative/dev/NLEB-CX-CU-005.yaml,
NLEB-CX-AT-010,time_mention_without_time_constraint;split_position_without_position_constraint,Create a new video track for the overlay layer. / The B-roll footage on V2 needs to be split — cut the later overlay at the 2-second mark. / And slow the hero shot to 0.8x for emphasis.,"[required] entity_exists({""entity"": ""$new_track_1""}) 
[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.8})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"cut the later overlay at the 2-second mark' normative; only entity_count_changed(clip,increase); no position/duration check on split of vc5. New-track+speed 0.8 are covered.",,,dev,context/atomic,feasible/context/atomic/dev/NLEB-CX-AT-010.yaml,
NLEB-CX-AT-036,time_mention_without_time_constraint;split_position_without_position_constraint,The outro segment is too long — split it at the 2-second mark. / And add a saturation effect to the closing shot (intro clip).,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""video_clip_1"", ""effect_type"": ""saturation""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,split it at the 2-second mark' normative; only entity_exists($new_clip_1); no position/duration check on split point of vc3. Saturation on vc1 covered by has_effect.,,,test,context/atomic,feasible/context/atomic/test/NLEB-CX-AT-036.yaml,
NLEB-CX-CO-003,time_mention_without_time_constraint;split_position_without_position_constraint,The hero shot runs long — split it at the 5-second mark and add a saturation effect to the second half.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,split it at the 5-second mark' normative; only entity_exists($new_clip_1)+has_effect; no position/duration check on split point of vc3.,,,dev,context/compound,feasible/context/compound/dev/NLEB-CX-CO-003.yaml,
NLEB-CX-CO-014,time_mention_without_time_constraint;split_position_without_position_constraint,The outro is too long — split it at 2 seconds and slow the second half to 0.7x for a dreamy ending.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""speed"", ""value"": 0.7})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,split it at 2 seconds' normative; only entity_exists($new_clip_1)+speed 0.7 on second half; no position/duration check on split point.,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-014.yaml,
NLEB-CX-CO-036,time_mention_without_time_constraint;split_position_without_position_constraint,Split the middle clip at 3 seconds for a scene break. / Add a dissolve transition between the two halves. / Put a saturation effect on the second half and slow the outro to 0.8x.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.8})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,split the middle clip at 3 seconds' normative; only entity_exists($new_clip_1); no position/duration check on split point. Transition/effect/speed covered.,,,test,context/compound,feasible/context/compound/test/NLEB-CX-CO-036.yaml,
NLEB-CX-CU-004,time_mention_without_time_constraint;split_position_without_position_constraint,Slow the hero shot to 0.85x. / Now split the hero at the 5-second mark. Preserve the speed change on the first half. / The second half should also keep the 0.85x speed.,"[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.85}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] unchanged_except({""changed"": [""video_clip_3"", ""$new_clip_1""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,split the hero at the 5-second mark' normative; no position/duration check on split ($new_clip_1 speed 0.85 also unchecked despite turn 3). vc3 speed+existence covered.,,,dev,context/cumulative,feasible/context/cumulative/dev/NLEB-CX-CU-004.yaml,
NLEB-CX-CU-035,time_mention_without_time_constraint;split_position_without_position_constraint,Split the middle clip at 3 seconds. / Add a saturation effect to the second half. Keep the split. / Slow the outro to 0.85x. Preserve all.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""}) 
[required] attribute_equals({""entity"": ""video_clip_3"", ""field"": ""speed"", ""value"": 0.85}) 
[required] unchanged_except({""changed"": [""video_clip_2"", ""$new_clip_1"", ""video_clip_3""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split the middle clip at 3 seconds': only entity_exists($new_clip_1)+has_effect; no split-position check (position_equals/duration_equals, fixture-derivable). Gap.",,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-035.yaml,
NLEB-CX-CU-037,time_mention_without_time_constraint;split_position_without_position_constraint,Intro: scale 1.08. / Split the middle clip at 4 seconds. Keep intro scale. / Add a contrast effect to the second half of the split. Preserve all. / Lower BGM by 4 dB. Keep everything.,"[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.scale_x"", ""value"": 1.08}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""contrast""}) 
[required] attribute_changed({""entity"": ""audio_clip_4"", ""field"": ""audio.volume"", ""direction"": ""decrease""}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""video_clip_2"", ""$new_clip_1"", ""audio_clip_4""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split the middle clip at 4 seconds': entity_exists+has_effect on $new_clip_1 only; no position/duration check at 4s (fixture-derivable). Gap.,,,test,context/cumulative,feasible/context/cumulative/test/NLEB-CX-CU-037.yaml,
NLEB-CX-DE-001,time_mention_without_time_constraint;split_position_without_position_constraint,The hero moment in the middle clip runs long. Split it at 3 seconds and add a dissolve transition between the two halves.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_exists({""entity"": ""$new_transition_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"runs long' is context, but 'Split it at 3 seconds' is normative; only entity_exists($new_clip_1/$new_transition_1); no split-position check (fixture-derivable). Gap.",,,dev,context/dependent,feasible/context/dependent/dev/NLEB-CX-DE-001.yaml,
NLEB-CX-DE-010,time_mention_without_time_constraint;split_position_without_position_constraint,The hero shot has a natural cut point at 5 seconds — split it there. / Add a saturation effect to the second half for a flashback look. / Slow the second half to 0.75x to complete the effect.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""speed"", ""value"": 0.75})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"natural cut point' is rationale, but 'at 5 seconds — split it there' is normative; no position/duration check on split (fixture-derivable), only exists+effect+speed. Gap.",,,dev,context/dependent,feasible/context/dependent/dev/NLEB-CX-DE-010.yaml,
NLEB-CX-DE-022,time_mention_without_time_constraint;split_position_without_position_constraint,The outro has a bad first half — split it at 2 seconds and delete the first part.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_not_exists({""entity"": ""video_clip_3""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,split it at 2 seconds and delete the first part': only entity_exists($new_clip_1)+entity_not_exists(vc3); no check that remainder starts at 2s / duration=orig-2s (fixture-derivable). Gap.,,,test,context/dependent,feasible/context/dependent/test/NLEB-CX-DE-022.yaml,
NLEB-EX-AT-007,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_2 at 00:00:03:00. / Add a new video track named V3.,"[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""}) 
[required] entity_count_changed({""type"": ""track"", ""direction"": ""increase""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_2 at 00:00:03:00' normative; only entity_count_changed(clip/track increase) — split position unchecked. position_equals/duration_equals on resulting parts would cover.,,,dev,explicit/atomic,feasible/explicit/atomic/dev/NLEB-EX-AT-007.yaml,
NLEB-EX-AT-018,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_1 at the 00:00:02:00 mark.,"[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split ... at the 00:00:02:00 mark' normative; sole constraint entity_count_changed(clip, increase) — split position unchecked. duration_equals/position_equals would cover.",,,test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-018.yaml,
NLEB-EX-AT-019,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_3 at 00:00:04:00.,"[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,Split video_clip_3 at 00:00:04:00' normative; sole constraint entity_count_changed(increase) — split position unchecked.,,,test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-019.yaml,
NLEB-EX-AT-040,time_mention_without_time_constraint;split_position_without_position_constraint,Add a contrast effect to video_clip_4. / Split video_clip_3 at 00:00:05:00. / Set video_clip_1 opacity to 0.9.,"[required] has_effect({""entity"": ""video_clip_4"", ""effect_type"": ""contrast""}) 
[required] entity_count_changed({""type"": ""clip"", ""direction"": ""increase""}) 
[required] attribute_equals({""entity"": ""video_clip_1"", ""field"": ""transform.opacity"", ""value"": 0.9}) 
[required] unchanged_except({""changed"": [""video_clip_4"", ""video_clip_3"", ""$new_clip_1"", ""video_clip_1""]})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,Split video_clip_3 at 00:00:05:00' normative; only entity_count_changed(increase) for the split — position unchecked (effect/opacity covered separately).,,,test,explicit/atomic,feasible/explicit/atomic/test/NLEB-EX-AT-040.yaml,
NLEB-EX-CO-005,time_mention_without_time_constraint;split_position_without_position_constraint,"video_clip_3: split at 2.5s, add brightness effect to the first part.","[required] entity_exists({""type"": ""video_clip"", ""where"": {""field"": ""duration"", ""op"": ""<="", ""value"": 2.5}}) 
[required] has_effect({""entity"": ""video_clip_3"", ""effect_type"": ""brightness""}) 
[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"split at 2.5s' normative; entity_exists(video_clip, duration <= 2.5) is a weak proxy — any split <=2.5s (or a short pre-existing clip) passes. Exact 2.5s checkable via duration_equals.",,,dev,explicit/compound,feasible/explicit/compound/dev/NLEB-EX-CO-005.yaml,
NLEB-EX-CO-024,time_mention_without_time_constraint;split_position_without_position_constraint,"Split vc_2 at 3.0s, set the first annotator_b's opacity to 0.8, and add a cross-dissolve transition between the two resulting parts.","[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] attribute_equals({""entity"": ""vc_2"", ""field"": ""transform.opacity"", ""value"": 0.8}) 
[required] has_transition({""between"": [""vc_2"", ""$new_clip_1""], ""type"": ""cross_dissolve""})","V1: vc_1(0-5s), vc_2(5-10s) | A1: ac_1(0-5s), ac_2(5-10s)",CONFIRMED_GAP,Split vc_2 at 3.0s' normative; entity_count_changed + opacity + has_transition checked — split position unchecked. duration_equals/position_equals on parts would cover.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-024.yaml,
NLEB-EX-CO-035,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_5 at 4.0s. Add a blur effect to the first part. Add a cross-dissolve transition between the two resulting segments. Set the second segment's opacity to 0.7.,"[required] entity_count_changed({""type"": ""video_clip"", ""direction"": ""increase""}) 
[required] has_effect({""entity"": ""video_clip_5"", ""effect_type"": ""blur""}) 
[required] has_transition({""between"": [""video_clip_5"", ""$new_clip_1""], ""type"": ""cross_dissolve""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""transform.opacity"", ""value"": 0.7})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,Split video_clip_5 at 4.0s' normative; no check of split point (e.g. duration_equals video_clip_5=4.0 or position_equals $new_clip_1). Only count/effect/transition/opacity.,,,test,explicit/compound,feasible/explicit/compound/test/NLEB-EX-CO-035.yaml,
NLEB-EX-CU-003,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_2 at the 3-second mark. / Set the first half's speed to 1.5x. Keep the split intact. / Add a saturation effect to the second half. Preserve the speed change.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""video_clip_2"", ""field"": ""speed"", ""value"": 1.5}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""}) 
[required] unchanged_except({""changed"": [""video_clip_2"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_2 at the 3-second mark' normative; no split-position check (duration_equals video_clip_2=3.0 possible). Only existence/speed/effect checked.,,,dev,explicit/cumulative,feasible/explicit/cumulative/dev/NLEB-EX-CU-003.yaml,
NLEB-EX-CU-020,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_3 at 4 seconds. / Add a contrast effect to the first half. Preserve the split.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""video_clip_3"", ""effect_type"": ""contrast""}) 
[required] unchanged_except({""changed"": [""video_clip_3"", ""$new_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_3 at 4 seconds' normative; no split-position check (duration_equals video_clip_3=4.0 possible). Only existence/effect/unchanged_except.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-020.yaml,
NLEB-EX-CU-038,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_1 at 3 seconds. / Add a blur effect to the second half. Keep the split. / Add a cross-dissolve transition between the two halves. Preserve the effect. / Slow the second half to 0.75x. Preserve everything.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""blur""}) 
[required] entity_exists({""entity"": ""$new_transition_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""speed"", ""value"": 0.75}) 
[required] unchanged_except({""changed"": [""video_clip_1"", ""$new_clip_1"", ""$new_transition_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_1 at 3 seconds' normative; no split-position check (duration_equals video_clip_1=3.0 possible). Only existence/effect/speed/transition checked.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-038.yaml,
NLEB-EX-CU-040,time_mention_without_time_constraint;split_position_without_position_constraint,Unlink vc_2 from ac_2. / Split vc_2 at 3 seconds. Keep the unlink. / Remove the first half. Preserve the split's second piece. / Add a saturation effect to the remaining half and re-link it with ac_2. Preserve all.,"[required] entity_not_exists({""entity"": ""vc_2""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_effect({""entity"": ""$new_clip_1"", ""effect_type"": ""saturation""}) 
[required] has_link({""clip_ids"": [""$new_clip_1"", ""ac_2""]}) 
[required] unchanged_except({""changed"": [""vc_2"", ""$new_clip_1"", ""ac_2""]})","V1: vc_1(0-10s), vc_2(10-25s), vc_3(25-40s) | A1: ac_1(0-10s), ac_2(10-25s), ac_3(25-40s) | Caption Track 1: cc_1(1-4s), cc_2(5-9s), cc_3(12-18s), cc_4(30-35s) | V1: vc_4(0-25s), vc_5(25-40s) | A1: ac_4(0-25s), ac_5(25-40s) | V1: vc_6(0-15s), vc_7(15-25s) | A1: ac_6(0-15s), ac_7(15-25s)",CONFIRMED_GAP,Split vc_2 at 3 seconds' then remove first half — split point defines the surviving clip; no position/duration check on $new_clip_1 (start = vc_2_start+3s derivable). Gap.,,,test,explicit/cumulative,feasible/explicit/cumulative/test/NLEB-EX-CU-040.yaml,
NLEB-EX-DE-002,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_2 at the 3-second mark and slow the second half to 0.5x.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""speed"", ""value"": 0.5})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_2 at the 3-second mark' normative; only entity_exists + speed=0.5 — no split-position check (duration_equals=3.0 possible). Gap.,,,dev,explicit/dependent,feasible/explicit/dependent/dev/NLEB-EX-DE-002.yaml,
NLEB-EX-DE-012,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_1 at the 2-second mark and delete the first half.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_not_exists({""entity"": ""video_clip_1""})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,split at the 2-second mark' normative; entity_not_exists(video_clip_1) checks deletion but no position_equals/duration_equals verifies remaining half reflects a 2s split.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-012.yaml,
NLEB-EX-DE-021,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_2 at 4 seconds. / Speed up the first half to 1.5x and slow the second half to 0.75x.,"[required] attribute_equals({""entity"": ""video_clip_2"", ""field"": ""speed"", ""value"": 1.5}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] attribute_equals({""entity"": ""$new_clip_1"", ""field"": ""speed"", ""value"": 0.75})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,Split video_clip_2 at 4 seconds' normative; speeds 1.5/0.75 checked via attribute_equals but split point unchecked; duration_equals/position_equals on halves missing.,,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-021.yaml,
NLEB-EX-DE-032,time_mention_without_time_constraint;split_position_without_position_constraint,Split video_clip_5 at the 3-second mark. / Add a cross-dissolve transition between the two resulting halves.,"[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] entity_exists({""entity"": ""$new_transition_1""})","V1: video_clip_1(0-8s), caption_1(0.5-3s), video_clip_2(8-18s), caption_2(9-12s), video_clip_3(18-30s) | V2 (B-Roll): video_clip_4(4-10s), video_clip_5(20-25s) | A1: audio_clip_1(0-8s), audio_clip_2(8-18s), audio_clip_3(18-30s) | A2 (Music): audio_clip_4(0-30s)",CONFIRMED_GAP,"Split video_clip_5 at the 3-second mark' normative; only entity_exists(clip,transition); no position_equals/duration_equals verifying 3s split point.",,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-032.yaml,
NLEB-EX-DE-038,time_mention_without_time_constraint;split_position_without_position_constraint,Unlink video_clip_1 from audio_clip_1. / Split video_clip_1 at 3 seconds and delete the first half. / Re-link the remaining half with audio_clip_1.,"[required] entity_not_exists({""entity"": ""video_clip_1""}) 
[required] entity_exists({""entity"": ""$new_clip_1""}) 
[required] has_link({""clip_ids"": [""$new_clip_1"", ""audio_clip_1""]})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split video_clip_1 at 3 seconds' normative; deletion+re-link checked (entity_not_exists, has_link) but split point unchecked; position_equals/duration_equals missing.",,,test,explicit/dependent,feasible/explicit/dependent/test/NLEB-EX-DE-038.yaml,
NLEB-ST-CO-012,time_mention_without_time_constraint;split_position_without_position_constraint,Split the longest audio clip at the 10-second mark and mute the second half.,"[required] entity_count_changed({""type"": ""audio_clip"", ""direction"": ""increase""}) 
[required] attribute_equals({""entity"": ""$new_audio_clip_1"", ""field"": ""audio.muted"", ""value"": true})","V1: video_clip_1(0-5s), video_clip_2(5-15s), video_clip_3(15-20s), caption_1(2-5s) | A1: audio_clip_1(0-5s), audio_clip_2(5-15s), audio_clip_3(15-20s) | A2 (BGM): audio_clip_4(0-20s)",CONFIRMED_GAP,"Split ... at the 10-second mark' normative, fixture-derivable (ac4, 20s); mute of second half checked but split point unverified; position_equals/duration_equals missing.",,,test,state/compound,feasible/state/compound/test/NLEB-ST-CO-012.yaml,
